Shop_id,shop_name,shop_latitude,shop_longitude,daily sales,order_per_day,cust_id,order_id,emp_id
50,shop 8,50.8563,46.0287999,203,13,83-238-5586,01HD76C9R8DVF7S7SJ327QGSKJ,541
7,Shop 1,50.7392866,20.1476897,335,7,11-115-0123,01HD76C9WR43BABCJH02QRB56H,239
75,Shop 3,46.8318267,29.4620887,468,6,68-841-5972,01HD76CA01M9TRGCTH4VAA5ZDD,231
507,shop 10,18.1559131,-77.7652346,405,16,79-693-9589,01HD76C9NAX41Z37V30Q0T5CVM,27
065,shop 6,60.6985859,17.112779,264,20,11-062-8008,01HD76C9QZXXHSKT4A46EJRT77,762
68,shop 8,35.8939566,117.9249002,204,5,58-616-0629,01HD76C95ZQHJ4ZAQZ358N0ZGA,244
05,Shop 3,53.8031587,64.1828536,243,12,64-380-9629,01HD76C97NPM4N57ZK52BHEFQC,15
60,shop 6,27.8469,105.049027,336,5,92-590-9461,01HD76CACCSKVFHWWEH7F1TVD5,630
93,shop 4,18.5614891,-74.4195864,186,5,46-267-1421,01HD76C985AX4JDDJK05NSRE12,409
12,Shop 3,8.2435239,124.3401302,431,19,96-584-6938,01HD76C9Y8ZEXCGJR3DJTAQ0N5,902
